year,region,industry,subsector_letter,info_type,data
1997,East Midlands,Leisure and Entertainment,I,Output per hour worked,8.416121701871425
1997,East Midlands,Telecoms,J,Output per hour worked,18.28641156408289
1997,East Midlands,Financial Services,K,Output per hour worked,25.711983985830948
1997,East Midlands,Financial Services,L,Output per hour worked,325.5435448901286
1997,East Midlands,Professional and Business Services,M,Output per hour worked,14.658009582643876
1997,East Midlands,Professional and Business Services,N,Output per hour worked,11.604723515658165
1997,East Midlands,Public Aadmin and Defence,O,Output per hour worked,14.15756453999098
1997,East Midlands,Education and Health,P,Output per hour worked,16.343395183602283
1997,East Midlands,Education and Health,Q,Output per hour worked,10.911480620299097
1997,East Midlands,Leisure and Entertainment,R,Output per hour worked,10.889783126004634
1997,East Midlands,Other Services,S and T,Output per hour worked,15.03380420605924
1998,East Midlands,All Industries,All Industries,Output per hour worked,17.248150387054554
1998,East Midlands,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,20.141742553660283
1998,East Midlands,Manufacturing,C,Output per hour worked,16.34255544613198
1998,East Midlands,Construction,F,Output per hour worked,11.915918652530205
1998,East Midlands,Trade,G,Output per hour worked,13.92601686694185
1998,East Midlands,Transport,H,Output per hour worked,16.249077121516304
1998,East Midlands,Leisure and Entertainment,I,Output per hour worked,8.856834507033593
1998,East Midlands,Telecoms,J,Output per hour worked,18.788078281526367
1998,East Midlands,Financial Services,K,Output per hour worked,26.70697295248142
1998,East Midlands,Financial Services,L,Output per hour worked,359.2409529214475
1998,East Midlands,Professional and Business Services,M,Output per hour worked,14.899332474823007
1998,East Midlands,Professional and Business Services,N,Output per hour worked,12.168663646548104
1998,East Midlands,Public Aadmin and Defence,O,Output per hour worked,14.148166939578163
1998,East Midlands,Education and Health,P,Output per hour worked,18.06917574916863
1998,East Midlands,Education and Health,Q,Output per hour worked,11.972396133268148
1998,East Midlands,Leisure and Entertainment,R,Output per hour worked,12.319150608192599
1998,East Midlands,Other Services,S and T,Output per hour worked,15.876970485801815
1999,East Midlands,All Industries,All Industries,Output per hour worked,17.436250755748308
1999,East Midlands,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,22.460530848645064
1999,East Midlands,Manufacturing,C,Output per hour worked,16.775481772588513
1999,East Midlands,Construction,F,Output per hour worked,12.379906810085256
1999,East Midlands,Trade,G,Output per hour worked,14.04597623765782
1999,East Midlands,Transport,H,Output per hour worked,15.083146337539022
1999,East Midlands,Leisure and Entertainment,I,Output per hour worked,10.213821570378164
1999,East Midlands,Telecoms,J,Output per hour worked,20.183312631058484
1999,East Midlands,Financial Services,K,Output per hour worked,22.723470898203768
1999,East Midlands,Financial Services,L,Output per hour worked,364.0058729313398
1999,East Midlands,Professional and Business Services,M,Output per hour worked,15.196164489010567
1999,East Midlands,Professional and Business Services,N,Output per hour worked,12.366259961344664
1999,East Midlands,Public Aadmin and Defence,O,Output per hour worked,15.6115041081619
1999,East Midlands,Education and Health,P,Output per hour worked,15.426542398309282
1999,East Midlands,Education and Health,Q,Output per hour worked,12.360865237503091
1999,East Midlands,Leisure and Entertainment,R,Output per hour worked,12.524735588094973
1999,East Midlands,Other Services,S and T,Output per hour worked,14.841076528394705
2000,East Midlands,All Industries,All Industries,Output per hour worked,18.206678046620983
2000,East Midlands,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,25.757928768376733
2000,East Midlands,Manufacturing,C,Output per hour worked,17.81002468617654
2000,East Midlands,Construction,F,Output per hour worked,14.687810967025415
2000,East Midlands,Trade,G,Output per hour worked,14.287913308869975
2000,East Midlands,Transport,H,Output per hour worked,14.001838359749069
2000,East Midlands,Leisure and Entertainment,I,Output per hour worked,10.245199693538972
2000,East Midlands,Telecoms,J,Output per hour worked,22.33584753023564
2000,East Midlands,Financial Services,K,Output per hour worked,25.27584029336972
2000,East Midlands,Financial Services,L,Output per hour worked,401.29678675814455
2000,East Midlands,Professional and Business Services,M,Output per hour worked,15.028283851825499
2000,East Midlands,Professional and Business Services,N,Output per hour worked,12.489500035058024
2000,East Midlands,Public Aadmin and Defence,O,Output per hour worked,15.41884668728079
2000,East Midlands,Education and Health,P,Output per hour worked,15.805879167291707
2000,East Midlands,Education and Health,Q,Output per hour worked,12.848926335716452
2000,East Midlands,Leisure and Entertainment,R,Output per hour worked,13.53544846350678
2000,East Midlands,Other Services,S and T,Output per hour worked,15.071210834678556
2001,East Midlands,All Industries,All Industries,Output per hour worked,18.95703561909001
2001,East Midlands,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,27.924638732917828
2001,East Midlands,Manufacturing,C,Output per hour worked,17.995737513517383
2001,East Midlands,Construction,F,Output per hour worked,14.406548065965797
2001,East Midlands,Trade,G,Output per hour worked,15.11082664645451
2001,East Midlands,Transport,H,Output per hour worked,15.126683597176187
2001,East Midlands,Leisure and Entertainment,I,Output per hour worked,11.37367849576185
2001,East Midlands,Telecoms,J,Output per hour worked,23.905660562685803
2001,East Midlands,Financial Services,K,Output per hour worked,24.759695142324
2001,East Midlands,Financial Services,L,Output per hour worked,379.6862027391053
2001,East Midlands,Professional and Business Services,M,Output per hour worked,15.408638265206234
2001,East Midlands,Professional and Business Services,N,Output per hour worked,11.684632665375213
2001,East Midlands,Public Aadmin and Defence,O,Output per hour worked,18.195281249976883
2001,East Midlands,Education and Health,P,Output per hour worked,18.946132084860317
2001,East Midlands,Education and Health,Q,Output per hour worked,14.24041254600869
2001,East Midlands,Leisure and Entertainment,R,Output per hour worked,13.459850454075628
2001,East Midlands,Other Services,S and T,Output per hour worked,14.9614889336801
2002,East Midlands,All Industries,All Industries,Output per hour worked,20.10745557373223
2002,East Midlands,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,28.47981050202011
2002,East Midlands,Manufacturing,C,Output per hour worked,19.512103897721097
2002,East Midlands,Construction,F,Output per hour worked,16.542982707906432
2002,East Midlands,Trade,G,Output per hour worked,14.728383244854099
2002,East Midlands,Transport,H,Output per hour worked,15.66733910891218
2002,East Midlands,Leisure and Entertainment,I,Output per hour worked,12.109916653136368
2002,East Midlands,Telecoms,J,Output per hour worked,24.422504796329928
2002,East Midlands,Financial Services,K,Output per hour worked,25.219864954727196
2002,East Midlands,Financial Services,L,Output per hour worked,387.71506959036077
2002,East Midlands,Professional and Business Services,M,Output per hour worked,16.9919551099321
2002,East Midlands,Professional and Business Services,N,Output per hour worked,13.562418817455322
2002,East Midlands,Public Aadmin and Defence,O,Output per hour worked,21.03476272944176
2002,East Midlands,Education and Health,P,Output per hour worked,20.81019602206289
2002,East Midlands,Education and Health,Q,Output per hour worked,15.077343952020186
2002,East Midlands,Leisure and Entertainment,R,Output per hour worked,12.858902889092027
2002,East Midlands,Other Services,S and T,Output per hour worked,16.713857520588736
2003,East Midlands,All Industries,All Industries,Output per hour worked,20.980639081219504
2003,East Midlands,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,31.730333383724226
2003,East Midlands,Manufacturing,C,Output per hour worked,21.489998318715518
2003,East Midlands,Construction,F,Output per hour worked,16.88325889429059
2003,East Midlands,Trade,G,Output per hour worked,15.32695406159587
2003,East Midlands,Transport,H,Output per hour worked,16.252012822898795
2003,East Midlands,Leisure and Entertainment,I,Output per hour worked,12.218700802655995
2003,East Midlands,Telecoms,J,Output per hour worked,23.515374499250413
2003,East Midlands,Financial Services,K,Output per hour worked,29.495954841174225
2003,East Midlands,Financial Services,L,Output per hour worked,367.72133029657425
2003,East Midlands,Professional and Business Services,M,Output per hour worked,16.714811005435926
2003,East Midlands,Professional and Business Services,N,Output per hour worked,14.984556129485957
2003,East Midlands,Public Aadmin and Defence,O,Output per hour worked,21.33980186117683
2003,East Midlands,Education and Health,P,Output per hour worked,20.16361338429846
2003,East Midlands,Education and Health,Q,Output per hour worked,15.555146488844551
2003,East Midlands,Leisure and Entertainment,R,Output per hour worked,15.067257867680311
2003,East Midlands,Other Services,S and T,Output per hour worked,19.49764368497796
2004,East Midlands,All Industries,All Industries,Output per hour worked,21.91063182140273
2004,East Midlands,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,34.0629065166133
2004,East Midlands,Manufacturing,C,Output per hour worked,21.894102670823163
2004,East Midlands,Construction,F,Output per hour worked,20.04655735302085
2004,East Midlands,Trade,G,Output per hour worked,15.873141196070398
2004,East Midlands,Transport,H,Output per hour worked,17.400191912033918
2004,East Midlands,Leisure and Entertainment,I,Output per hour worked,13.598304090548108
2004,East Midlands,Telecoms,J,Output per hour worked,26.05022618875443
2004,East Midlands,Financial Services,K,Output per hour worked,35.75714699864582
2004,East Midlands,Financial Services,L,Output per hour worked,346.6740275485898
2004,East Midlands,Professional and Business Services,M,Output per hour worked,17.754133740802875
2004,East Midlands,Professional and Business Services,N,Output per hour worked,14.602492141933743
2004,East Midlands,Public Aadmin and Defence,O,Output per hour worked,19.43748037217359
2004,East Midlands,Education and Health,P,Output per hour worked,20.50929265367216
2004,East Midlands,Education and Health,Q,Output per hour worked,16.56756202406734
2004,East Midlands,Leisure and Entertainment,R,Output per hour worked,15.534969968900999
2004,East Midlands,Other Services,S and T,Output per hour worked,20.73454414407118
2005,East Midlands,All Industries,All Industries,Output per hour worked,22.06009204340255
2005,East Midlands,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,28.041433323556777
2005,East Midlands,Manufacturing,C,Output per hour worked,22.23302810251958
2005,East Midlands,Construction,F,Output per hour worked,20.790497257313646
2005,East Midlands,Trade,G,Output per hour worked,16.372024643371567
2005,East Midlands,Transport,H,Output per hour worked,18.418220428898568
2005,East Midlands,Leisure and Entertainment,I,Output per hour worked,13.529202751521773
2005,East Midlands,Telecoms,J,Output per hour worked,25.355808850749423
2005,East Midlands,Financial Services,K,Output per hour worked,38.825826809027205
2005,East Midlands,Financial Services,L,Output per hour worked,305.77052369764033
2005,East Midlands,Professional and Business Services,M,Output per hour worked,17.631869343918293
2005,East Midlands,Professional and Business Services,N,Output per hour worked,14.944041408355039
2005,East Midlands,Public Aadmin and Defence,O,Output per hour worked,21.37674353896838
2005,East Midlands,Education and Health,P,Output per hour worked,20.113641383541214
2005,East Midlands,Education and Health,Q,Output per hour worked,16.210637997565073
2005,East Midlands,Leisure and Entertainment,R,Output per hour worked,16.71787236090342
2005,East Midlands,Other Services,S and T,Output per hour worked,21.442491565587932
